%time,field.lefttype,field.righttype,field.leftconf,field.rightconf,field.curvature,field.heading,field.leftoffset,field.rightoffset
1517122684080495267,0,0,2,2,0.0,0.0,-1.20000004768,2.0
1517122684171795059,0,0,2,2,0.0,0.0,-1.20000004768,2.0
1517122684263199861,0,0,2,2,0.0,0.0,-1.20000004768,2.0
1517122684355436006,0,0,2,2,0.0,0.0,-1.20000004768,2.0
1517122684446793155,0,0,2,2,0.0,0.0,-1.20000004768,2.0
1517122684540055747,0,0,2,2,0.0,0.0,-1.20000004768,2.0
1517122684632887782,0,0,2,2,0.0,0.0,-1.22000002861,2.0
1517122684723374169,0,0,2,2,0.0,0.0,-1.22000002861,2.01999998093
1517122684814351022,0,0,2,2,0.0,0.0,-1.22000002861,2.01999998093
1517122684904775805,0,0,2,2,0.0,0.0,-1.22000002861,2.03999996185
1517122684993519779,0,0,2,2,0.0,0.0,-1.22000002861,2.01999998093
1517122685082372294,0,0,2,2,0.0,0.0,-1.22000002861,2.01999998093
1517122685171853304,0,0,2,2,0.0,0.0,-1.22000002861,2.01999998093
1517122685264236647,0,0,2,2,0.0,0.0,-1.24000000954,2.01999998093
1517122685357965022,0,0,2,2,0.0,0.0,-1.24000000954,2.01999998093
1517122685447676565,0,0,2,2,0.0,0.0,-1.24000000954,2.01999998093
1517122685540278766,0,0,2,2,0.0,0.0,-1.24000000954,2.01999998093
1517122685630445965,0,0,2,2,0.0,0.0,-1.24000000954,2.01999998093
1517122685722990187,2,0,2,2,0.0,0.0,-1.24000000954,2.01999998093
1517122685814760014,2,0,2,2,0.0,0.0,-1.24000000954,2.01999998093
